Código producto,Nombre producto,MARCA DETALLADA,MARCA RESUMIDA,LINEA NEGOCIO
3006645,A.10AWG CU ROJO  THHN/THWN-2 600V X ROLLO CONDUMEX,CONDUMEX,SECUNDARIA,CABLEADO
3007036,A.14AWG CU NEGRO THHN/THWN-2 600V X ROLLO CONDUMEX,CONDUMEX,SECUNDARIA,CABLEADO
3007060,A.14AWG CU AMARILLO  THHN/THWN-2 600V X ROLLO  CONDUMEX,CONDUMEX,SECUNDARIA,CABLEADO
3007071,A.14AWG CU VERDE THHN/THWN-2 600V X ROLLO CONDUMEX,CONDUMEX,SECUNDARIA,CABLEADO
3008678,CABLE ENCAUCHETADO 3X12AWG PVC CONDUMEX X MT,CONDUMEX,SECUNDARIA,CABLEADO
40120B,REFLECTOR LED TABLET 400W 6500K CEB,CEB,SECUNDARIA,ILUMINACION
60130,SENSOR ROSETA E27 CEB,CEB,SECUNDARIA,ILUMINACION
70172,"CONECTOR CURVO 2"" ACERO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70226,JUEGO DE BOQUILLA IMC 1/2 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70232,"JUEGO DE BOQUILLA IMC 3"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
80007275MT,MT 2X18AWG DUPLEX CU 300V CENTELSA,CENTELSA,PRIMARIA,CABLEADO
90118,FACE PLATE SENCILLO ANCLA,ANCLA,SECUNDARIA,CABLEADO
90126,GABINETE RACK 60X60X60 UND RACK 12 ANCLA,ANCLA,SECUNDARIA,CABLEADO
929001353411,BOMBILLO LED 12W 3000K E27 PHILLIPS,PHILLIPS,SECUNDARIA,ILUMINACION
929001353511,BOMBILLO LED 12W E27 6500K PHILLIPS,PHILLIPS,SECUNDARIA,ILUMINACION
ARMTRI14765,ARMARIO 12 CTA DE 1.85-1.00*0.30 ACOM AEREA TRIFASICO,OTROS,SECUNDARIA,OTROS
CA-PAS-L12X12X5FEM,CAJA DE PASO 12X12X5 TAPA LISA FEM,FEM,SECUNDARIA,OTROS
CA-PAS-LV12X12X5FEM,CAJA DE PASO DE 12X12X5 TAPA LEVINTON FEM,LEVITON,SECUNDARIA,OTROS
CPD-1CH,CONECTOR DE PERFORACION PEQUEÑO,OTROS,SECUNDARIA,OTROS
CR20-W,TOMA DOBLE COMERCIAL CON POLO 20 A 125 LEVINTON,LEVITON,SECUNDARIA,OTROS
DSE-3060,TACO ENCHUFABLE 3X60A LUMINEX,LUMINEX,SECUNDARIA,OTROS
ETI38,TOMA + INT. PREMIUM WHITE MERCURY,MERCURY,SECUNDARIA,ILUMINACION
EZC250N3125,BREAKER TRIPOLAR 125 AMP EZC250N3125 SCHNEIDER,SCHNEIDER,SECUNDARIA,OTROS
GAB5/28*51*34,GABINETE 5 28*51*34 ,OTROS,SECUNDARIA,OTROS
GFNT2-W,TOMA DOBLE SLIM GFCI 20A 125V NEMA LEVINTON,LEVITON,SECUNDARIA,OTROS
IBL52,BOMBILLO LED UFO 20W 6500K E27 MERCURY,MERCURY,SECUNDARIA,ILUMINACION
INTDODECLEV,INTERRUPTOR DOBLE BLANCO DECORA LEVITON,LEVITON,SECUNDARIA,OTROS
INTSENDEC,INTERRUPTOR SENCILLO BLANCO DECORA LEVITON,LEVITON,SECUNDARIA,OTROS
INTTRIDECLEV,INTERRUPTOR TRIPLE BLANCO DECORA LEVITON,LEVITON,SECUNDARIA,OTROS
LC2R,CONDULETA LB 3/4 ROSCADA,OTROS,SECUNDARIA,OTROS
LL1RSK,CONDULETA LL 1/2 ROSCADA,OTROS,SECUNDARIA,OTROS
LL2RACB,CONDULETA LL 3/4 ROSCADA,OTROS,SECUNDARIA,OTROS
M03-12-02,CAJA MINIPRAGMA 2 CIRCUITOS,OTROS,SECUNDARIA,OTROS
NTST15TE,TOMA TELEFONICA LINEA VALENTINA CEB,CEB,SECUNDARIA,ILUMINACION
NUIM-7273,UPS INTERACTIVA 1000VA MICRONET 1000 POWEST,OTROS,SECUNDARIA,OTROS
P23176-1,BOMBILLA TOLEDO 6500K 12W DL 6H 120V ST CJ TE SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23211-36,LAMPARA LED SPOT 6500K 7W DL MV  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24612-19,PANEL LED RD 3000K 12W WW 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24629-19,PANEL LED RD 4000K 18W NW 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24975-19,PANEL LED SQ 6500K 18W DL 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P26397-33,PANEL LED RD 4000K 18W NW MV SP SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27665-19,BOMBILLA REFLED ES50 3000K 5W WW GU10 MV CJ  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P28306-36,LAMPARA LED EMER DOWNLIGHT 4.5W6K ASYM,SYLVANIA,PRIMARIA,ILUMINACION
P28389-36,LAMPARA LED HIGH BAY 5000K HBL3 165W CW SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P28640-19,REFLECTOR LED JETA 6500K 70W DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29442-19,BOMBILLA TOLEDO 6500K 10W DL 20HR CJ SENSOR SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29562-39,LED PANEL SQ 40W DL UNV BL,SYLVANIA,PRIMARIA,ILUMINACION
P29569-36,LED SOLAR INTEGRADA S40 NW,SYLVANIA,PRIMARIA,ILUMINACION
P29743-36,LED JETA PRO 400W DL UNV,SYLVANIA,PRIMARIA,ILUMINACION
P38051-36,LAMPARA LED HIGHBAY 6000K 150W GC015 EMERG SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
PN-18WC-DM,PANEL LED REDONDO INC. 18W 3000K DIMERIZABLE ,OTROS,SECUNDARIA,ILUMINACION
REF-1367,TENSOR ACOMETIDA TRIFASICA GRANDE,OTROS,SECUNDARIA,OTROS
T01-02,TAPA LEVINTON METALICA ,OTROS,SECUNDARIA,OTROS
T07-01,TORNILLO PARA APARATO 1/8,OTROS,SECUNDARIA,OTROS
T11E0004C,EMPALMES TUBULARES EN COBRE ESTAÑADO 4 AWG GRIS,OTROS,SECUNDARIA,OTROS
TAB-4MON-FEM,TABLERO DE 4 CIRCUITOS MONOFASICO FEM,FEM,SECUNDARIA,OTROS
TAB-6MON-FEM,TABLERO DE 6 CIRCUITOS MONOFASICO FEM,FEM,SECUNDARIA,OTROS
TAB-C/P-6MON-FEM,TABLERO GALV.  6 CTOS C/PUERTA MONOFASICO FEM,FEM,SECUNDARIA,OTROS
TAB-C/P-8MON-FEM,TABLERO GALV.  8 CTOS MONOFASICO C/PUERTA FEM,FEM,SECUNDARIA,OTROS
TAB-TRIF-12C/P-FEM,TABLERO GALV. 12 CIRCUITOS TRIF. C/PUERTA FEM,FEM,SECUNDARIA,OTROS
TAB-TRIF-18C/P-FEM,TABLERO GALV. 18CTOS. TRIF. C/PUERTA FEM,FEM,SECUNDARIA,OTROS
TAPASENLEV,TAPA PRESION SENCILLA LEVITON,LEVITON,SECUNDARIA,OTROS
TE2M,TABLERO 02 CTOS 1F 75 AMP TERCOL,TERCOL,SECUNDARIA,OTROS
TE2MG-BIMETALICO,TABLERO 02 CTOS 1F 75 AMP GAL BIM TERCOL,TERCOL,SECUNDARIA,OTROS
TERMY,TERMINAL EN Y,OTROS,SECUNDARIA,OTROS
TRP318TG,TABLERO 18 CTOS 3F 225 AMP TOTALIZADOR GAL TERCOL,TERCOL,SECUNDARIA,OTROS
TTA16,"PANEL LED 6W 4"" CUAD. INCR. 6500K TITANIUM / MERCURY",MERCURY,SECUNDARIA,ILUMINACION
VC1/2-240,VARILLA DE COBRE 1/2 X 240,OTROS,SECUNDARIA,OTROS
03DT075,DOBLA TUBO 3/4EMT SIN BARRA,OTROS,SECUNDARIA,OTROS
03PDT075,PALANCA PARA DOBLA TUBO 3/4Y 1/2,OTROS,SECUNDARIA,OTROS
0460009,ARANDELA PLANA ZIN 3/8,OTROS,SECUNDARIA,OTROS
0518132,TORNILLO P/BROCA GALVANIZADO 7 X 7/16,OTROS,SECUNDARIA,OTROS
10107,BOMBILLO LED 20W 6500K WELLMAX,WELLMAX,SECUNDARIA,ILUMINACION
10108,BOMBILLO LED 30W 6500K WELLMAX,WELLMAX,SECUNDARIA,ILUMINACION
1030000470,"TUBO CORRUGADO ELECT TELEF 3"" 6 M TUBOSA",TUBOSA,SECUNDARIA,TUBERIA
2900834,"TERMINAL PVC DB / EB 3"" DUCTO PAVCO",PAVCO,SECUNDARIA,TUBERIA
2907717,"TUBO PVC SCH40 1"" 1/4 X 3M PAVCO",PAVCO,SECUNDARIA,TUBERIA
3008691,CABLE ENCAUCHETADO 4X12AWG PVC CONDUMEX X MT,CONDUMEX,SECUNDARIA,CABLEADO
40109,LAMPARA MULTIPUNTO ALUMBRADO PÚBLICO 60W CEB,CEB,SECUNDARIA,ILUMINACION
50107,REFLECTOR LED SOLAR 210W CEB,CEB,SECUNDARIA,ILUMINACION
60123B,CONECTOR PARA SPOT TIPO L BLANCO CEB,CEB,SECUNDARIA,ILUMINACION
70171,"CONECTOR CURVO 1"" 1/2 ACERO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70180,"CAPACETE GALVANIZADO (IMC) 2"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70217B,CINTA AISLANTE 5MT BLANCA 3NET,OTROS,SECUNDARIA,OTROS
80161,"GRAPA RIEL 2"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
929000278111,BOMBILLO LED 14W E 27 6500K PHILLIPS,PHILLIPS,SECUNDARIA,ILUMINACION
929002386597,BOMBILLO LED 6W 6500K PHILLIPS,PHILLIPS,SECUNDARIA,ILUMINACION
BA-140,"EXTRACTOR DE AIRE 6"" CON REJILLA EX-AIRE",OTROS,SECUNDARIA,OTROS
CA-PAS-40X40X15FEM,CAJA DE PASO DE 40X40X15 CHAPA FEM,FEM,SECUNDARIA,OTROS
COTCLI,GENERICO,OTROS,SECUNDARIA,OTROS
ETI152,TOMA RJ45 PREMIUM WHITE MERCURY,MERCURY,SECUNDARIA,ILUMINACION
IBL19,BOMBILLO LED VELA E27 5W 6500K MERCURY,MERCURY,SECUNDARIA,ILUMINACION
LB3E,"CONDULETA LB 1""  LISA",OTROS,SECUNDARIA,OTROS
LL3RY,"CONDULETA LL 1"" ROSCADA",OTROS,SECUNDARIA,OTROS
LN602-12W-146*10,PANEL LED REDONDO 12W INCRUSTAR 6500K  165-240V 146*10mm IP20 20AWG KLIC,KLIC,PRIMARIA,ILUMINACION
LN602-18W-220*10,PANEL LED REDONDO 18W INCRUSTAR 6500K 165-240V 220*10mm IP20 20AWG KLIC,KLIC,PRIMARIA,ILUMINACION
LN602-6W-120*10,PANEL LED REDONDO INCRUSTAR 6W 6500K  100-240V 120*10mm IP20 20AWG KLIC,KLIC,PRIMARIA,ILUMINACION
LN821-12W-155*24,PANEL LED REDONDO SOBREPONER 12W 6500K  40-60W 100-240V IP20 155*24mm KLIC,KLIC,PRIMARIA,ILUMINACION
LN821-18W-205*24,PANEL LED REDONDO SOBREPONER 18W 6500K 40-60W 100-240V IP20 205*24mm KLIC,KLIC,PRIMARIA,ILUMINACION
LN821-24W-205*24,PANEL LED REDONDO SOBREPONER 24W 6500K 40-60W 100-240V IP20 205*24mm KLIC,KLIC,PRIMARIA,ILUMINACION
LR1RSK,"CONDULETA LR 1/2"" ROSCADA",OTROS,SECUNDARIA,OTROS
LR3RSO,"CONDULETA LR 1"" ROSCADA",OTROS,SECUNDARIA,OTROS
NX10011756,C. 10AWG CU NEGRO THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P27118-36,LAMPARA LED TRIPROOF 6000K LITE 50W DL IP66 SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P37390-36,LAMPARA LED HERMETICA 6500K 2X25W T5 DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24611-19,PANEL LED RD 3000K 9W WW 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24613-19,PANEL LED RD 3000K 18W WW 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24616-19,PANEL LED RD 4000K 9W NW 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24630-33,PANEL LED RD 4000K 24W NW 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P26544-19,PANEL LED RD 6500K 6W DL 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P28760-20,LAMPARA LED EMERG 6000K R3 2X1W DESIGN SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29352-36,SENSOR 360D SOBREPONER MINI SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29704-19,LED EMERG R3 2X1W ST,SYLVANIA,PRIMARIA,ILUMINACION
P38053-36,LAMPARA LED HIGHBAY 5700K 100W GC350 EMRG  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
PT01020031,TROQUEL 12 CM SENCILLO LEVINTON C22 BLANCO MENTA GF,OTROS,SECUNDARIA,OTROS
SDZD62C20,BREAKER RIEL 2X20A 6KA STECK,OTROS,SECUNDARIA,OTROS
SDZD63C20,BREAKER RIEL 3X20A 6KA STECK,OTROS,SECUNDARIA,OTROS
SEN2,SENSOR DE PARED 180°110-130 V/AC KLIC,KLIC,PRIMARIA,ILUMINACION
SEN21,FOTOCELDA MINI 110-130AC 60HZ 6A 1000W IP44 KLIC,KLIC,PRIMARIA,ILUMINACION
SV019,"CURVA SCH40 1""1/4 NORMA",OTROS,SECUNDARIA,OTROS
T11BL1H31,TERMINALES EN COBRE ESTAÑADO DE UN OJO BARRIL LARGO PARA CABLE 350 KCMIL 1/2,OTROS,SECUNDARIA,CABLEADO
T1EMT,CONDULETA 1/2 EN T LISA,OTROS,SECUNDARIA,OTROS
T2RY,CONDULETA 3/4 EN T ROSCADA,OTROS,SECUNDARIA,OTROS
TAB-C/P-4MON-FEM,TABLERO GALV   4 CIRCUITOS C/PUERTA MONOFASICO FEM,FEM,SECUNDARIA,OTROS
TCH-6,TUERCA HEX 3/8,OTROS,SECUNDARIA,OTROS
TP318G-100BIMETALICO,TABLERO 18 CTOS 3F 100 AMP GAL BIM TERCOL,TERCOL,SECUNDARIA,OTROS
TRP342TG,TABLERO 42 CTOS 3F 225 AMP TOTALIZADOR GAL TERCOL,TERCOL,SECUNDARIA,OTROS
WS162-4091,TOMA DOBLE TIPO LEVINTON 15A NARANJA 125V 15A KLIC,KLIC,PRIMARIA,ILUMINACION
210001000002,SUELO ARTIFICIAL FAVIGEL 25 KG,OTROS,SECUNDARIA,OTROS
1030000041,"DUCTO TELEFONICO DB 6"" 6 M TUBOSA",TUBOSA,SECUNDARIA,TUBERIA
20114C,PANEL LED REDONDO SP 24W 4100K CEB,CEB,PRIMARIA,ILUMINACION
2900121,CORAZA PVC 3/4 VDE CONDUFLEX 50M PAVCO,PAVCO,SECUNDARIA,TUBERIA
2900833,"TERMINAL PVC 3"" - 50UN PAVCO",PAVCO,SECUNDARIA,TUBERIA
40110,LAMPARA MULTIPUNTO ALUMBRADO PÚBLICO 120W CEB,CEB,PRIMARIA,ILUMINACION
40118B,REFLECTOR LED TABLET 150W 6500K CEB,CEB,PRIMARIA,ILUMINACION
5504000,CONECTORES RETIE MC4,OTROS,SECUNDARIA,OTROS
60135B,SPOT  LED DIRIGIBLES ROMA  BLANCO 20W LUZ BLANCA CEB,CEB,PRIMARIA,ILUMINACION
61PM,PINZA MOLDE EXOTERMICO,OTROS,SECUNDARIA,OTROS
70106,"TUBO METALICO (EMT) 3"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70114,"TUBO GALVANIZADO (IMC) 3"" CERTIFICADO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70116,"TUBO GALVANIZADO (IMC) 6"" CERTIFICADO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70149,"TERMINAL METALICA (EMT) 3"" ACERO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70226/2,"CORAZA  FLEXIBLE GRIS 2"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70237,CINTA BANDIT 3/4 ROLLO X 30.4 MT MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70241,HEBILLA BANDIT 3/4 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
80007275,2X18AWG DUPLEX CU 300V  CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80159,"GRAPA RIEL 1"" 1/4 MAXWELL",MAXWELL,PRIMARIA,TUBERIA
90100,CABLE UTP EXTERIOR ALEACION CAT 6 ANCLA,ANCLA,SECUNDARIA,CABLEADO
90102-MT,CABLE UTP EXTERIOR COBRE CAT 6 ANCLA MTS,ANCLA,SECUNDARIA,CABLEADO
929000250511,BOMBILLO LED 10W E27 3000K PHILLIPS,PHILLIPS,SECUNDARIA,ILUMINACION
929002324597,BOMBILLO LED 8W 6500K E27 PHILLIPS,PHILLIPS,SECUNDARIA,ILUMINACION
929002386997,BOMBILLO LED 10W E27 6500K PHILLIPS,PHILLIPS,SECUNDARIA,ILUMINACION
AL506-18W-220*220*10,PANEL LED CUADRADO 18W INCRUSTAR 40-60W 6500K 100-240V 220*220*10mm IP20 20AWG KLIC,KLIC,PRIMARIA,ILUMINACION
AL506-24W-295*295*10,PANEL LED CUADRADO 24W INCRUSTAR 40-60W 6500K 100-240V 295*295*10mm IP20 20AWG KLIC,KLIC,PRIMARIA,ILUMINACION
APC10-1,EXTRACTOR DE 4 BLANCO KLIC,KLIC,PRIMARIA,ILUMINACION
CE50-50-20B,CAJA EMPALME 50*50*20 BLANCA TERCOL,TERCOL,SECUNDARIA,OTROS
COFELEINT50*,COFRE ELECTRICO INTERPERIE 50*50*25,OTROS,SECUNDARIA,OTROS
COF-MON-2H,COFRE MON. 35X40 HORIZONTAL 2 CTAS INCELTA,INCELTA,SECUNDARIA,OTROS
CPV4MM2SR,C PV 4MM2 CU FLEX XLPE SRV 2000V 90 C PVC PROCABLES,PROCABLES,PRIMARIA,CABLEADO
HERCALT8,LAMPARA HERMETICA TUBO T8 CALIDO SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
IBL54,BOMBILLO LED UFO 40W 6500K E27 MERCURY,MERCURY,SECUNDARIA,ILUMINACION
IDL64,KARDAN LED 24W 3000K MERCURY,MERCURY,SECUNDARIA,ILUMINACION
IPL13,PANEL LED 18W 8 LUZ CALIDA 3000K REDONDO INCRUSTAR,MERCURY,SECUNDARIA,ILUMINACION
LAMSOLSTR25W,LAMPARA SOLAR STREETLIGHT 25W 4000 PHILLIPS,PHILLIPS,SECUNDARIA,OTROS
LN602-24W-295*10,PANEL LED REDONDO 24W INCRUSTAR 6500K  100-240V 295*10mm IP20 20AWG KLIC,KLIC,PRIMARIA,ILUMINACION
LN602-9W-146*10,PANEL LED  REDONDO INCRUSTAR 9W 6500K  100-240V 146*10mm IP20  20AWG KLIC,KLIC,PRIMARIA,ILUMINACION
LN607-30W-30*60,PANEL LED DE 30*60 6500K 30W 2100lm  KLIC,KLIC,PRIMARIA,ILUMINACION
LN607-48W-60*60,PANEL LED 60*60 6500K 100-240V 3360lm KLIC,KLIC,PRIMARIA,ILUMINACION
LN821-6W-105*24,PANEL LED REDONDO SOBREPONER 6W 6500K 40-60W 100-240V IP20 105*24mm KLIC,KLIC,PRIMARIA,ILUMINACION
MOLGRAVAR5/8,MOLDE GRAFITO VARILLA 5/8 A CABLE 1/0 T,OTROS,SECUNDARIA,CABLEADO
NX10011760,C. 10AWG CU VERDE THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10046010,C PV 6MM CU FLEX XLPE SR 2000V 90 C PVC CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P23640-36,REFLECTOR LED JETA 6500K 150W DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24628-19,PANEL LED RD 4000K 12W NW 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P25809-36,LAMPARA LED SPOT 3000K SQ 7W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27124-36,REFLECTOR LED JETA SMART 2700-6500RGB 20W WIFI RGBW  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27256-19,BOMBILLA TOLEDO HW 6500K 80W DL MV  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29540-36,LED HIGH BAY 200W  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
PSRG201204,PISTOLA CALOR RANGER 1500W 20120 04,OTROS,SECUNDARIA,OTROS
SDZD61C32,MINIBREAKER RIEL 32A 6KS STECK,OTROS,SECUNDARIA,OTROS
SEN22,FOTOCELDA 100-240V/AC 10A KLIC,KLIC,PRIMARIA,ILUMINACION
SEN5,SENSOR DE TECHO 360 110-130V/AC KLIC,KLIC,PRIMARIA,ILUMINACION
SEN6,SENSOR DE PARED DE 180°EN L 110-130V/AC KLIC,KLIC,PRIMARIA,ILUMINACION
SOLEXO115GR,SOLDADURA EXOTERMICA 115 GR,OTROS,SECUNDARIA,OTROS
T050203,PLAFON MILENIUM PLASTICO JG,OTROS,SECUNDARIA,OTROS
T060306,CAJA 5800 2X4 PLASTICA GRIS JG,OTROS,SECUNDARIA,OTROS
T11BL1H28*,TERMINALES EN COBRE ESTAÑADO DE UN OJO BARRIL LARGO PARA CABLE 4/0 AWG 1/2,OTROS,SECUNDARIA,CABLEADO
TLLN-3,TORNILLO NEOPRENO 10X1 1/2,OTROS,SECUNDARIA,OTROS
VARCU14MM,VARILLA CU 14MM X 240,OTROS,SECUNDARIA,OTROS
WS162-4092,TOMA DOBLE TIPO LEVINTON 15A BLANCA 125V 15A KLIC,KLIC,PRIMARIA,ILUMINACION
ZUCIBDI-ME,ZUNCHADORA PARA CINTA BANDIT SPK 3/16 A 3/4 2B -002,OTROS,SECUNDARIA,OTROS
2900181,"CORAZA PVC 1"" VDE CONDUFLEX  50M PAVCO",PAVCO,SECUNDARIA,TUBERIA
3005687,C.10AWG BCO 100 ZEROH 75C CONDUMEX,CONDUMEX,PRIMARIA,CABLEADO
60115BC,SPOT  LED DIRIGIBLES ROMA BLANCO 10W LUZ CALIDA CEB,CEB,PRIMARIA,ILUMINACION
70165,"CONECTOR RECTO 3"" ACERO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70167,CONECTOR CURVO 1/2 ACERO MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70173,"CONECTOR CURVO 3"" ACERO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
80007096,A. 12AWG CU VERDE THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80152,BANDEJA MALLA 50X200X3000 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
80162,"GRAPA RIEL 3"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
90105C,CABLE UTP INTERIOR COBRE CAT 5E ANCLA POR METRO,ANCLA,SECUNDARIA,CABLEADO
B-08A-10-GC,BANDEJA PCABLE ALT DE 0.08 M X 0.10 M X 2.40 M GC PERALTA PERFILERIA,PERALTA ,SECUNDARIA,CABLEADO
B-08A-20-GC,BANDEJA PCABLE ALT DE 0.08 M X 0.20 M X 2.40 M GC PERALTA PERFILERIA,PERALTA ,SECUNDARIA,CABLEADO
B-08A-40-GC,BANDEJA PCABLE ALT DE 0.08M X 0.40 M X 2.40 M GC PERALTA PEFILERIA,PERALTA ,SECUNDARIA,CABLEADO
BC-08A-H90-10-GC,CURVA HZT A 90 ALT DE 0.08 M X 0.10 M GC PERALTA PERFILERIA,PERALTA ,SECUNDARIA,OTROS
BC-08A-H90-20-GC,CURVA HZT A 90 ALT DE 0.08 M X 0.20 M GC PERALTA PERFILERIA,PERALTA ,SECUNDARIA,OTROS
CHRL3/8,CHAZO RL 3/8,OTROS,SECUNDARIA,OTROS
COF-4-CTAH,COFRE DE 4 CUENTAS HORIZONTAL 75X81 INCELTA,INCELTA,SECUNDARIA,OTROS
CR-NARANJA,CONECTOR DE RESORTE NARANJA,OTROS,SECUNDARIA,OTROS
EC-200,"EXTRACTOR DE AIRE 8"" HELICE LAMINA  EX-AIRE",OTROS,SECUNDARIA,OTROS
EZC40,BREAKER INDUSTRIAL 3*40  AMP,SCHNEIDER,SECUNDARIA,OTROS
GALSOL1/4,1/4 GALON SOLDADURA  PVC,PAVCO,SECUNDARIA,TUBERIA
LR3/4,CONDULETA LR 3/4 ROSCADA,OTROS,SECUNDARIA,OTROS
NX10036446,C. 12AWG NEGRO FREETOX 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10036450,C. 10AWG NEGRO FREETOX 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P23736-36,LAMPARA LED LINEAL 5000K SYL-SECURE 40W SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23738-36,LAMPARA LED LINEAL SYL-SECURE 5000K 40W EMERG SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23741-36,LAMPARA LED HIGH BAY SYL-SECURE 5000K 150W  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23753-36,LAMPARA LED HIGHBAY ALTA POTENCIA 5700K 150W CW GC350 DIM SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23950-36,LAMPARA LED HERMETICA 6000K 50W DL HIGH FLUX SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23951-36,LAMPARA LED HIGH BAY SYL-SECURE 5000K 80W  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P25266-36,LAMPARA LED BALA 4000K 20W NW MV JUPITER SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P25454-16,LAMPARA LED EMERG 6500K 3.2W DL 48 PCS SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P25607-36,LAMPARA LED HERMETICA 6500K 18W DL UNV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P26398-33,PANEL LED RD 4000K 24W NW MV SP SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P26784-36,LAMPARA LED EMERG DOWNLIGHT 6000K 4.5W 6K SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27400-36,LED TUBO 18W CON SENSOR SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27685-36,LAMPARA LED EMERG R1 SYL-SECURE 5000K 10W SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27764-36,PROYECTOR LED SYLFLOOD 5000K 600W CW 45 SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P28395-41,PANEL LED SQ 4000K 40W NW UNV 50H SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29450-36,LED STREET ZD229 25-35W NW 3P,SYLVANIA,PRIMARIA,ILUMINACION
P37650-80,LAMPARA LED HERMETICA 6500K 2X18W T8 PC DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P37883-36,LAMPARA LED MNCONTINUUM 4000K 15-40W NW IN12 SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
PL-08-GC,PLATINA 0.074 M X 0.20 M CAL 18 GC PERALTA PERFILERIA,PERALTA ,SECUNDARIA,OTROS
PT144166B,PLACA CIEGA MAS SOPORTE ASTRAL BLANCA,OTROS,SECUNDARIA,OTROS
PT144414B,INTERRUPTOR SENCILLO 10A/127V NOVA BLANCO,OTROS,SECUNDARIA,OTROS
